fattening_day,doy,rad,mint,maxt,vpr,wind,rain,aha,okta,growth_start_date,growth_date,tbw_kg,genetic_potential_tbw_kg,feed_intake_kg_dm_day,feed1_available_kg_dm_day,feed2_available_kg_dm_day,feed3_available_kg_dm_day,feed4_available_kg_dm_day,beef_production_kg,beef_event_kg,me_uptake_mj_day,heat_production,genotype,heat_stress,cold_stress,digestion_cap,energy,protein,scale,breed,diet,sex_animal,housing,case_id
26,26,0,-0.6602100000000002,4.713329999999999,0.458,0.65,0.0,0.773747984,6.350396196,1998-01-01,1998-01-26,69.0592454240043,75.23123041311374,0.23734095088016396,0.014590485538293728,0.22275046534187024,0.0,0.0,25.449330586336373,0.0,2.3474681502291337,6.269959277802067,0.0,0.0,3.5,2.5,0.0,0.0,1,6,5,0,0,5
27,27,0,3.4999499999999997,6.1000499999999995,0.508,0.8,0.0,0.765107895,6.538547831,1998-01-01,1998-01-27,70.25681258723515,76.44097188565559,0.26018094729836383,0.01573513142312377,0.24444581587524006,0.0,0.0,25.829338353147264,0.0,2.5727050935620515,6.310581702809487,0.0,0.0,3.5,2.5,0.0,0.0,1,6,5,0,0,5
28,28,0,3.4132799999999994,6.1000499999999995,0.543,0.8,0.0,0.790308266,6.523233387,1998-01-01,1998-01-28,71.46192269419649,77.65240131172942,0.28353434845404024,0.016904584340392236,0.266629764113648,0.0,0.0,26.214856718673843,0.0,2.8030026140993027,6.35140526650868,0.0,0.0,3.5,2.5,0.0,0.0,1,6,5,0,0,5
29,29,0,2.7199199999999997,4.01997,0.503,0.85,0.0,0.780890464,6.553608275,1998-01-01,1998-01-29,72.67461763574016,78.86550616299996,0.30646453332029916,0.017160610192685357,0.2893039231276138,0.0,0.0,26.605869778335133,0.0,3.02683408537737,6.389780712038622,0.0,0.0,3.5,2.5,0.0,0.0,1,6,5,0,0,5
30,30,0,3.4999499999999997,7.313429999999999,0.498,1.05,0.0,0.771555899,5.127385017,1998-01-01,1998-01-30,73.89505320231056,80.08027389547806,0.32985018500169555,0.017379878587498638,0.31247030641419693,0.0,0.0,27.002424333081585,0.0,3.2550040527920943,6.427991067154636,0.0,0.0,3.5,2.5,0.0,0.0,1,6,5,0,0,5
31,31,0,4.193309999999999,8.44014,0.518,1.0,0.0,0.762312065,5.701619419,1998-01-01,1998-01-31,75.12348888055723,81.29669195001316,0.3522303552432775,0.017611517762163877,0.33461883748111365,0.0,0.0,27.40490181444117,0.0,3.4734197122653696,6.463350501668793,0.0,0.0,3.5,2.5,0.0,0.5,1,6,5,0,0,5
32,32,0,4.01997,8.35347,0.582,1.05,0.0,0.753165771,5.667673868,1998-01-01,1998-02-01,76.35936335548352,82.51474775278467,0.3571200438618653,0.01785600219309327,0.33926404166877205,0.0,0.0,27.813072492939323,0.0,3.5216379892588794,6.4613027115629045,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
33,33,0,4.713329999999999,5.3200199999999995,0.553,0.8,0.0,0.744123172,6.549267829,1998-01-01,1998-02-02,77.59579728135327,83.73442871579107,0.3624339694650349,0.018121698473251745,0.3443122709917832,0.0,0.0,28.22460686290617,0.0,3.5740397589099167,6.4594843280644945,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
34,34,0,2.8932599999999993,5.14668,0.478,1.1,0.0,0.735189799,4.833717214,1998-01-01,1998-02-03,78.83280768768554,84.95572223733785,0.3681504918728544,0.018407524593642723,0.3497429672792117,0.0,0.0,28.639406161758103,0.0,3.630411622723905,6.4578950930408805,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
35,35,0,0.3798300000000001,6.533399999999999,0.423,0.65,0.0,0.726370585,1.590158362,1998-01-01,1998-02-04,80.07041271166909,86.17861570252404,0.37424859614115524,0.018712429807057764,0.35553616633409746,0.0,0.0,29.057379778902007,0.0,3.7457543030372022,6.468560732735975,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
36,36,0,-1.09356,6.01338,0.428,0.5,0.0,0.717669902,3.725734732,1998-01-01,1998-02-05,81.30862864586466,87.40309648372642,0.38070787925921024,0.019035393962960515,0.36167248529624973,0.0,0.0,29.47844029378839,0.0,3.8104035436314536,6.467644873716825,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
37,37,0,-0.14019000000000048,6.533399999999999,0.448,0.55,0.0,0.709091585,3.446316541,1998-01-01,1998-02-06,82.54747631881546,88.62915194108263,0.38750911667495574,0.019375455833747793,0.36813366084120797,0.0,0.0,29.902514293699905,0.0,3.878475313515654,6.466953839425605,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
38,38,0,0.466499999999999,7.833449999999999,0.548,0.7,2.2,0.700638963,6.551003571,1998-01-01,1998-02-07,83.78697439469673,89.85676942297243,0.39463384834136445,0.019731692417068222,0.3749021559242962,0.0,0.0,30.32953071373715,0.0,3.949784851006532,6.466478984654939,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
39,39,0,4.45332,9.82686,0.628,0.65,0.0,0.692314894,2.730337936,1998-01-01,1998-02-08,85.02714114437498,91.0859362664973,0.4020645378614103,0.020103226893070515,0.38196131096833974,0.0,0.0,30.759423705463007,0.0,4.024156638987127,6.466210953724069,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
40,40,0,2.0265599999999995,14.767050000000001,0.573,0.65,0.0,0.712938557,0.0,1998-01-01,1998-02-09,86.2679942814921,92.31663979795815,0.4097845653558865,0.020489228267794327,0.38929533708809216,0.0,0.0,31.19213212350754,0.0,4.1014243335226945,6.466139952318972,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
41,41,0,3.3266099999999996,16.84713,0.603,0.6,0.0,0.704071371,0.0,1998-01-01,1998-02-10,87.5095508459798,93.54886733333126,0.41777820639364394,0.020888910319682197,0.39688929607396173,0.0,0.0,31.62759907437817,0.0,4.181430552979081,6.4662559535276465,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
42,42,0,3.0665999999999993,18.06051,0.578,0.55,0.0,0.695363207,0.0,1998-01-01,1998-02-11,88.7518271239937,94.78260617874298,0.42603060184019953,0.021301530092009982,0.40472907174818956,0.0,0.0,32.06577151851698,0.0,4.364088532746052,6.477956968221645,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
43,43,0,3.5866199999999995,19.5339,0.613,0.5,0.0,0.686814892,0.0,1998-01-01,1998-02-12,89.9948345349725,96.01784363094185,0.43452745970221174,0.021726372985110588,0.41280108671710114,0.0,0.0,32.50659307621376,0.0,4.451126975054687,6.477471363814423,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
44,44,0,3.3266099999999996,19.18722,0.648,0.6,0.0,0.678426888,0.0,1998-01-01,1998-02-13,91.23859187844506,97.25456697776946,0.3299739137786247,0.016498695688931236,0.3134752180896934,0.0,0.0,32.950024526507725,0.0,3.380121913793357,6.408898324723658,0.0,4.5,3.5,0.0,0.0,0.0,1,6,5,0,0,5
45,45,0,4.279979999999999,18.32052,0.728,0.55,0.0,0.670199317,0.0,1998-01-01,1998-02-14,92.19656786154363,98.49276349862924,0.4694773876980861,0.023473869384904308,0.4460035183131818,0.0,0.0,33.698397431772534,0.0,4.809140177224391,6.510540257869284,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
46,46,0,4.193309999999999,17.19381,0.748,0.55,0.0,0.66213199,0.481203344,1998-01-01,1998-02-15,93.44545821182439,99.73242046495363,0.4780846184972966,0.023904230924864836,0.4541803875724318,0.0,0.0,34.14135830878196,0.0,4.897309236130686,6.509685206591619,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
47,47,0,4.279979999999999,18.84054,0.853,1.25,0.0,0.654224435,3.984286222,1998-01-01,1998-02-16,94.69502991277622,100.97352514066893,0.48691072147558223,0.024345536073779116,0.46256518540180314,0.0,0.0,34.58698037658628,0.0,4.987720334840492,6.509007079258502,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
48,48,0,10.69356,14.3337,0.793,1.45,0.0,0.646475927,4.664641264,1998-01-01,1998-02-17,95.94529808517876,102.21606478265892,0.4959440306609533,0.024797201533047666,0.4711468291279056,0.0,0.0,35.03521883590345,0.0,5.08025397176316,6.508492979138163,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
49,49,0,4.279979999999999,14.94039,0.703,0.8,0.0,0.638885506,2.416219655,1998-01-01,1998-02-18,97.19627689389642,103.46002664122614,0.5051735437360652,0.02525867718680326,0.47991486654926185,0.0,0.0,35.48603154118185,0.0,5.174797443523043,6.508130711483771,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
50,50,0,4.01997,17.36715,0.753,0.65,0.0,0.656811025,1.263885363,1998-01-01,1998-02-19,98.44797957510552,104.70539796055101,0.5145888817540205,0.025729444087701028,0.48885943766631945,0.0,0.0,35.93937878852582,0.0,5.271244432304145,6.50790874314364,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
51,51,0,4.279979999999999,20.660610000000002,0.768,1.0,0.0,0.648818374,0.878821727,1998-01-01,1998-02-20,99.70041846669132,105.95216597914958,0.524571455906336,0.026228572795316804,0.4983428831110192,0.0,0.0,36.39522312426376,0.0,5.373501963094735,6.786310147638201,5.5,0.0,3.5,0.0,0.0,0.0,1,6,5,0,0,5
52,52,0,8.87349,20.22726,0.848,1.75,16.0,0.641004231,2.784273175,1998-01-01,1998-02-21,100.72132251835399,107.20031793032922,0.5492072121867213,0.027460360609336067,0.5217468515773852,0.0,0.0,37.19571618562172,0.0,5.625860880539547,6.536516074670869,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
53,53,0,12.08028,14.420369999999998,0.883,1.4,2.2,0.633366193,5.651862205,1998-01-01,1998-02-22,101.97836464407334,108.44984104264182,0.5586734206160718,0.027933671030803593,0.5307397495852683,0.0,0.0,37.65115981258511,0.0,5.722828965641118,6.535949361607857,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
54,54,0,7.48677,11.38692,0.683,2.5,0.0,0.62590173,6.775057976,1998-01-01,1998-02-23,103.2360870263054,109.70072254033568,0.5683069563133688,0.028415347815668443,0.5398916084977003,0.0,0.0,38.10914883143363,0.0,5.821511084917946,6.535506037856983,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
55,55,0,5.14668,15.72042,0.758,2.3,0.0,0.618608203,0.0,1998-01-01,1998-02-24,104.49450173711169,110.95294964380486,0.5780991538719743,0.028904957693598715,0.5491941961783756,0.0,0.0,38.5696464366294,0.0,5.921818473380906,6.535176432650925,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
56,56,0,8.70015,16.153769999999998,0.923,1.3,0.0,0.611482882,6.046160658,1998-01-01,1998-02-25,105.75362000340306,112.20650957003676,0.5880418240836139,0.0294020912041807,0.5586397328794332,0.0,0.0,39.032617771709376,0.0,6.023667244028062,6.534951370073108,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
57,57,0,9.74019,15.200399999999998,0.948,0.4,0.0,0.604522961,6.239013798,1998-01-01,1998-02-26,107.01345224504396,113.46138953305785,0.5981272241206131,0.029906361206030664,0.5682208629145825,0.0,0.0,39.498029789196785,0.0,6.126978082403317,6.534822141775689,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
58,58,0,10.866900000000001,15.807089999999999,0.943,0.9,0.0,0.59772557,6.530326842,1998-01-01,1998-02-27,108.2740081122617,114.71757674437652,0.6083480296967835,0.030417401484839176,0.5779306282119443,0.0,0.0,39.96585112274521,0.0,6.231675961423571,6.5347804811302455,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
59,59,0,11.646930000000001,15.373739999999998,0.853,1.95,1.4,0.613844997,6.268345158,1998-01-01,1998-02-28,109.5352965221629,115.97505841342536,0.6196507967705953,0.030982539838529773,0.5886682569320656,0.0,0.0,40.43605197026614,0.0,6.347457024948262,6.763496223825868,5.5,0.0,3.5,0.0,0.0,0.0,1,6,5,0,0,5
60,60,0,9.74019,14.50704,0.738,1.35,0.0,0.606735159,4.109828693,1998-01-01,1998-03-01,110.5606109154631,117.23382174799934,0.6428360820560067,0.03214180410280034,0.6106942779532064,0.0,0.0,41.24311898772208,0.0,6.584957892739121,6.5615153121441505,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
61,61,0,9.22017,15.807089999999999,0.723,0.8,0.0,0.599801648,6.515299754,1998-01-01,1998-03-02,111.82616242331181,118.49385395469415,0.6530463356630931,0.03265231678315466,0.6203940188799385,0.0,0.0,41.71318774436595,0.0,6.689547681572714,6.561092465443512,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
62,62,0,6.79341,19.01388,0.733,1.8,0.0,0.593040663,6.595485948,1998-01-01,1998-03-03,113.09239399161028,119.75514223934044,0.6633799635759722,0.03316899817879861,0.6302109653971736,0.0,0.0,42.18567631981757,0.0,6.795401267867849,6.5607465053457865,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
63,63,0,14.420369999999998,19.79391,0.903,2.5,2.0,0.586448418,6.968414769,1998-01-01,1998-03-04,114.35931437726771,121.01767380743667,0.6738307482868082,0.03369153741434042,0.6401392108724678,0.0,0.0,42.660555180623234,0.0,6.90245496193996,6.560470359077787,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
64,64,0,11.646930000000001,16.32711,0.703,2.25,0.0,0.580021147,2.668048227,1998-01-01,1998-03-05,115.6269316757083,122.28143586458077,0.6843927944317989,0.034219639721589944,0.650173154710209,0.0,0.0,43.13779618444561,0.0,7.010648374020197,6.560257293095022,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
65,65,0,7.313429999999999,19.70724,0.658,1.35,0.0,0.573755117,3.163268988,1998-01-01,1998-03-06,116.89525335403358,123.546415616898,0.6950605093670994,0.03475302546835497,0.6603074838987444,0.0,0.0,43.61737249001965,0.0,7.119924215282912,6.560100895368949,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
66,66,0,7.833449999999999,17.97384,0.863,1.9,1.6,0.567646628,7.030556335,1998-01-01,1998-03-07,118.16428628279908,124.8126002714676,0.7153908747347341,0.03576954373673671,0.6796213309979974,0.0,0.0,44.0992584741768,0.0,7.328180415622041,6.575627717024026,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
67,67,0,12.686969999999999,13.38033,0.893,2.05,12.6,0.561692025,7.095125677,1998-01-01,1998-03-08,119.43825020148383,126.07997703674727,0.7367311490916698,0.036836557454583495,0.6998945916370863,0.0,0.0,44.58371941481548,0.0,7.546781723144289,6.592639443302282,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
68,68,0,10.0002,10.866900000000001,0.608,2.25,0.0,0.576272815,6.167487555,1998-01-01,1998-03-09,120.71758128516633,127.34853312299492,0.7596085146795862,0.03798042573397931,0.7216280889456069,0.0,0.0,45.07079205566785,0.0,7.781128383666845,6.787443532357052,5.5,0.0,3.5,0.0,0.0,0.0,1,6,5,0,0,5
69,69,0,1.7665499999999996,13.38033,0.393,1.1,6.0,0.570074303,1.73240136,1998-01-01,1998-03-10,121.74793552284542,128.6182557426888,0.7919283614099106,0.039596418070495534,0.7523319433394151,0.0,0.0,45.884940306397475,0.0,8.112200076373144,6.65154310102874,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
70,70,0,6.273389999999999,10.520219999999998,0.723,1.55,7.0,0.564038867,7.129547868,1998-01-01,1998-03-11,123.04049409840864,129.88913211094507,0.8129143313873112,0.04064571656936556,0.7722686148179456,0.0,0.0,46.372750906750234,0.0,8.327172030339211,6.667421145753703,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
71,71,0,7.6601099999999995,9.22017,0.673,2.5,0.8,0.558162305,7.140501434,1998-01-01,1998-03-12,124.33830960644087,131.16114944593312,0.8338832178893469,0.041694160894467355,0.7921890569948796,0.0,0.0,46.863275294358274,0.0,8.541968987958496,6.683113007306186,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
72,72,0,4.279979999999999,12.42696,0.578,1.45,0.0,0.5524405,4.571153358,1998-01-01,1998-03-13,125.64136783207474,132.434294969289,0.8548353996508268,0.042741769982541346,0.8120936296682855,0.0,0.0,47.35651979045808,0.0,8.756594828840187,6.698622635473708,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
73,73,0,5.840039999999999,12.42696,0.713,1.35,0.0,0.546869425,7.140884869,1998-01-01,1998-03-14,126.9496550634607,133.70855590652582,0.8757712495224909,0.04378856247612455,0.8319826870463664,0.0,0.0,47.852490753093896,0.0,8.971053372319398,6.7139538076411975,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
74,74,0,10.866900000000001,13.72701,0.803,2.1,0.0,0.541445145,7.131405437,1998-01-01,1998-03-15,128.26315807584166,134.98391948744325,0.8966911337212007,0.04483455668606004,0.8518565770351406,0.0,0.0,48.35119457931841,0.0,9.185348369776433,6.729110137431437,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
75,75,0,10.520219999999998,15.373739999999998,0.903,1.55,0.0,0.536163816,7.100914195,1998-01-01,1998-03-16,129.58186411608733,136.26037294653287,0.9183728453870756,0.045918642269353785,0.8724542031177218,0.0,0.0,48.852637707226734,0.0,9.40744722568642,6.887002787232847,5.5,0.0,3.5,0.0,0.0,0.0,1,6,5,0,0,5
76,76,0,11.21358,16.0671,0.838,1.85,0.0,0.531021683,5.879666075,1998-01-01,1998-03-17,130.6156358156202,137.53790352338297,0.9509591859026854,0.04754795929513428,0.9034112266075511,0.0,0.0,49.67165292796438,0.0,9.741248775044776,6.785032493333316,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
77,77,0,8.70015,17.97384,0.793,1.45,0.0,0.544330752,2.306724336,1998-01-01,1998-03-18,131.94722474467218,138.8164984630801,0.971561610376729,0.04857808051883645,0.9229835298578924,0.0,0.0,50.17408465244248,0.0,9.952291840978486,6.799187625979857,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
78,78,0,7.313429999999999,16.50045,0.638,1.95,0.0,0.538996489,2.512889068,1998-01-01,1998-03-19,133.28392420092123,140.09614501660838,0.9921562920864259,0.049607814604321294,0.9425484774821046,0.0,0.0,50.67935230037953,0.0,10.163255593104811,6.813192592828154,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
79,79,0,4.88667,14.94039,0.548,1.95,0.0,0.533807621,0.701260975,1998-01-01,1998-03-20,134.6257246733209,141.37683044124697,1.0127433581110887,0.05063716790555444,0.9621061902055342,0.0,0.0,51.18746068798268,0.0,10.374141333173819,6.827049974466618,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
80,80,0,7.92012,15.89376,0.663,2.05,0.0,0.528760099,5.729797375,1998-01-01,1998-03-21,135.9726170055354,142.65854200096453,1.0333229330796354,0.051666146653981775,0.9816567864256536,0.0,0.0,51.69841473214316,0.0,10.58495033783473,6.840762241196008,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
81,81,0,3.8466299999999993,15.027059999999999,0.423,1.45,0.0,0.523849989,0.745298742,1998-01-01,1998-03-22,137.3245923846704,143.94126696681207,1.0539679717704058,0.052698398588520295,1.0012695731818855,0.0,0.0,52.21221944986016,0.0,10.796429926904919,6.9666524310588684,5.5,0.0,3.5,0.0,0.0,0.0,1,6,5,0,0,5
82,82,0,3.5866199999999995,11.7336,0.598,1.5,0.0,0.51907347,6.500410956,1998-01-01,1998-03-23,138.36102873284366,145.22499261731258,1.0867938952597744,0.05433969476298872,1.0324542004967856,0.0,0.0,53.035087423398366,0.0,11.132685669234167,6.894264012868392,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
83,83,0,4.36665,11.126909999999999,0.533,2.05,0.0,0.514426832,5.852594426,1998-01-01,1998-03-24,139.72562207674565,146.5097062388494,1.1070861412654818,0.05535430706327409,1.0517318342022077,0.0,0.0,53.55009574274239,0.0,11.340551389946848,6.907069936233301,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
84,84,0,1.8532199999999994,14.420369999999998,0.423,1.25,0.0,0.509906477,2.007373394,1998-01-01,1998-03-25,141.09521901128377,147.795395126051,1.1273779595511668,0.05636889797755834,1.0710090615736085,0.0,0.0,54.06804675717278,0.0,11.54841272926524,6.919750547929956,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
85,85,0,1.7665499999999996,17.62716,0.458,0.6,0.0,0.505508909,1.818799918,1998-01-01,1998-03-26,142.46981339689466,149.08204658217466,1.4090287718778038,0.0704514385938902,1.3385773332839137,0.0,0.0,54.588944047612024,0.0,12.80651808991208,6.932307554824063,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
86,86,0,10.78023,19.10055,0.778,0.65,0.0,0.517790752,5.180961115,1998-01-01,1998-03-27,143.8201046600437,150.36964791948662,1.4345778012894776,0.07172889006447389,1.3628489112250037,0.0,0.0,55.10166776269605,0.0,13.03873059960004,6.945955975309515,0.0,0.0,0.0,0.0,0.0,0.5,1,6,5,0,0,5
87,87,0,7.746779999999999,22.65402,0.828,1.25,0.0,0.513240555,4.573575298,1998-01-01,1998-03-28,145.17386337406228,151.6581864596405,1.3331002573751087,0.06665501286875544,1.2664452445063532,0.0,0.0,55.61667200587931,0.0,12.116411603851446,6.9034636446813,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
88,88,0,9.30684,25.16745,0.788,1.55,0.0,0.508817472,1.186250908,1998-01-01,1998-03-29,146.19235395804785,152.9476495340532,1.5002833757623872,0.07501416878811937,1.4252692069742678,0.0,0.0,56.42692125013541,0.0,13.635921831524975,6.999054162527909,0.0,0.0,0.0,0.0,0.0,0.5,1,6,5,0,0,5
89,89,0,10.0002,22.740689999999997,0.768,0.95,0.0,0.504517862,1.386015755,1998-01-01,1998-03-30,147.5548190893748,154.2380244842784,1.5255581310260202,0.07627790655130101,1.4492802244747192,0.0,0.0,56.94198177171003,0.0,13.865641491592989,7.012015679100143,0.0,0.0,0.0,0.0,0.0,0.5,1,6,5,0,0,5
90,90,0,10.26021,24.647429999999996,0.893,1.5,0.8,0.500338201,3.266961049,1998-01-01,1998-03-31,148.9206984433631,155.52929866237736,1.5508437226074547,0.07754218613037275,1.473301536477082,0.0,0.0,57.45939967499252,0.0,14.095459641842831,7.0248998572979175,0.0,0.0,0.0,0.0,0.0,0.5,1,6,5,0,0,5
91,91,0,14.50704,17.71383,1.123,0.8,2.0,0.496275078,6.890706239,1998-01-01,1998-04-01,150.28998647053479,156.82145943128802,1.5761391871278745,0.07880695935639373,1.4973322277714807,0.0,0.0,57.97917253899874,0.0,14.325367526223195,7.037706610374711,0.0,0.0,0.0,0.0,0.0,0.5,1,6,5,0,0,5
92,92,0,11.47359,17.62716,1.123,1.5,4.0,0.492325194,6.736107212,1998-01-01,1998-04-02,151.66267772816602,158.11449416519065,1.6014435944080814,0.08007217972040408,1.5213714146876773,0.0,0.0,58.501298169864,0.0,14.55535669043068,7.050435843435983,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
93,93,0,15.200399999999998,23.43405,1.113,2.5,12.0,0.488485354,5.653923564,1998-01-01,1998-04-03,153.03876687792385,159.40839024987196,1.6278921642203195,0.08139460821101598,1.5464975560093035,0.0,0.0,59.02577459427396,0.0,14.795745030621442,7.11721419549243,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
94,94,0,10.26021,17.36715,0.863,2.2,0.0,0.48475247,6.059142182,1998-01-01,1998-04-04,154.08083280117395,160.70313508308658,1.6662926240502656,0.08331463120251328,1.5829779928477523,0.0,0.0,59.85632829518345,0.0,15.144762874180277,7.10101398933565,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
95,95,0,10.0002,17.62716,0.833,1.75,1.0,0.496223403,6.113504911,1998-01-01,1998-04-05,155.46543609016732,161.99871607491542,1.6913408223120747,0.08456704111560376,1.606773781196471,0.0,0.0,60.38102248881556,0.0,15.372423380879553,7.11310615124203,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
96,96,0,8.70015,17.8005,0.853,1.7,7.2,0.492368759,5.923700504,1998-01-01,1998-04-06,156.85339032599953,163.29512064812286,1.716400941423917,0.08582004707119585,1.6305808943527211,0.0,0.0,60.908139720163845,0.0,15.600192234962961,7.125128261512912,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
97,97,0,12.42696,17.54049,0.908,1.9,3.0,0.488624255,6.2026256,1998-01-01,1998-04-07,158.24469125236314,164.59233623850974,1.741472016589589,0.08707360082947946,1.6543984157601095,0.0,0.0,61.437676916979264,0.0,15.828060667496693,7.1370800222832145,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
98,98,0,10.43355,17.36715,0.823,1.3,3.0,0.484986738,5.928152737,1998-01-01,1998-04-08,159.6393346876868,165.89035029526616,1.7665531148222413,0.08832765574111207,1.6782254590811292,0.0,0.0,61.96963126082913,0.0,16.0560201986589,7.148961135752883,0.0,0.0,3.5,0.0,0.0,0.5,1,6,5,0,0,5
99,99,0,8.35347,17.8005,0.803,1.85,2.4,0.48145316,5.675381619,1998-01-01,1998-04-09,161.03731652365167,167.18915028131931,1.794462462932803,0.08972312314664016,1.7047393397861628,0.0,0.0,62.50400017918244,0.0,16.309685403081392,7.187272929915814,5.5,0.0,3.5,0.0,0.0,0.0,1,6,5,0,0,5
